Num_Features,k,F1_Validation
86,13,0.578254819245212
86,15,0.5755244184377813
87,1,0.5429878778315576
87,3,0.5502180020647817
87,5,0.5688097534348316
87,7,0.5763799891840314
87,9,0.5725547770656656
87,11,0.5712950388042614
87,13,0.5775697155042784
87,15,0.5771813161537874
88,1,0.546473198372991
88,3,0.559596708148671
88,5,0.57022813015008
88,7,0.5780121280766365
88,9,0.5793458716007308
88,11,0.574699861672732
88,13,0.5786656821559745
88,15,0.576637520207169
89,1,0.5471721724011313
89,3,0.5611654429877385
89,5,0.5703979545295689
89,7,0.5798290936153814
89,9,0.5817115111793338
89,11,0.5778653770046633
89,13,0.5742427809839717
89,15,0.5796571975065543
90,1,0.5462399004594509
90,3,0.5528527522456337
90,5,0.5720390191448643
90,7,0.5829536274840326
90,9,0.5787872011669478
90,11,0.5776239232445862
90,13,0.5782028592337888
90,15,0.5782146133284994
91,1,0.5459431749074517
91,3,0.5571215225171271
91,5,0.5717516069067367
91,7,0.5797882887731626
91,9,0.5760363962962122
91,11,0.5820316337081851
91,13,0.5806185704498699
91,15,0.5798198690240176
92,1,0.5451351311010275
92,3,0.5587402445676283
92,5,0.5737000168771962
92,7,0.5774146629966869
92,9,0.5796371444313664
92,11,0.5838633780499668
92,13,0.5848399418432582
92,15,0.5782873003671336
93,1,0.5440158774387024
93,3,0.5555638324145452
93,5,0.5754648256210472
93,7,0.5803003681863207
93,9,0.5855943288503667
93,11,0.5876125609849353
