Num_Features,k,F1_Validation
94,13,0.050413022351797857
94,15,0.050413022351797857
95,1,0.050413022351797857
95,3,0.050413022351797857
95,5,0.050413022351797857
95,7,0.050413022351797857
95,9,0.050413022351797857
95,11,0.050413022351797857
95,13,0.050413022351797857
95,15,0.050413022351797857
96,1,0.050413022351797857
96,3,0.050413022351797857
96,5,0.050413022351797857
96,7,0.050413022351797857
96,9,0.050413022351797857
96,11,0.050413022351797857
96,13,0.050413022351797857
96,15,0.050413022351797857
97,1,0.050413022351797857
97,3,0.050413022351797857
97,5,0.050413022351797857
97,7,0.050413022351797857
97,9,0.050413022351797857
97,11,0.050413022351797857
97,13,0.050413022351797857
97,15,0.050413022351797857
98,1,0.050413022351797857
98,3,0.050413022351797857
98,5,0.050413022351797857
98,7,0.050413022351797857
98,9,0.050413022351797857
98,11,0.050413022351797857
98,13,0.050413022351797857
98,15,0.050413022351797857
99,1,0.050413022351797857
99,3,0.050413022351797857
99,5,0.050413022351797857
99,7,0.050413022351797857
99,9,0.050413022351797857
99,11,0.050413022351797857
99,13,0.050413022351797857
99,15,0.050413022351797857
100,1,0.050413022351797857
100,3,0.050413022351797857
100,5,0.050413022351797857
100,7,0.050413022351797857
100,9,0.050413022351797857
100,11,0.050413022351797857
100,13,0.050413022351797857
100,15,0.050413022351797857
101,1,0.050413022351797857
101,3,0.050413022351797857
101,5,0.050413022351797857
101,7,0.050413022351797857
101,9,0.050413022351797857
101,11,0.050413022351797857
101,13,0.050413022351797857
101,15,0.050413022351797857
102,1,0.050413022351797857
102,3,0.050413022351797857
102,5,0.050413022351797857
102,7,0.050413022351797857
102,9,0.050413022351797857
102,11,0.050413022351797857
102,13,0.050413022351797857
102,15,0.050413022351797857
103,1,0.050413022351797857
103,3,0.050413022351797857
103,5,0.050413022351797857
103,7,0.050413022351797857
103,9,0.050413022351797857
103,11,0.050413022351797857
103,13,0.050413022351797857
103,15,0.050413022351797857
104,1,0.050413022351797857
104,3,0.050413022351797857
104,5,0.050413022351797857
104,7,0.050413022351797857
104,9,0.050413022351797857
104,11,0.050413022351797857
104,13,0.050413022351797857
104,15,0.050413022351797857
105,1,0.050413022351797857
105,3,0.050413022351797857
105,5,0.050413022351797857
105,7,0.050413022351797857
105,9,0.050413022351797857
105,11,0.050413022351797857
105,13,0.050413022351797857
105,15,0.050413022351797857
106,1,0.050413022351797857
106,3,0.050413022351797857
106,5,0.050413022351797857
106,7,0.050413022351797857
106,9,0.050413022351797857
106,11,0.050413022351797857
106,13,0.050413022351797857
106,15,0.050413022351797857
107,1,0.050413022351797857
107,3,0.050413022351797857
107,5,0.050413022351797857
107,7,0.050413022351797857
107,9,0.050413022351797857
107,11,0.050413022351797857
107,13,0.050413022351797857
107,15,0.050413022351797857
108,1,0.050413022351797857
108,3,0.050413022351797857
108,5,0.050413022351797857
108,7,0.050413022351797857
108,9,0.050413022351797857
108,11,0.050413022351797857
108,13,0.050413022351797857
108,15,0.050413022351797857
109,1,0.050413022351797857
109,3,0.050413022351797857
109,5,0.050413022351797857
109,7,0.050413022351797857
109,9,0.050413022351797857
109,11,0.050413022351797857
109,13,0.050413022351797857
109,15,0.050413022351797857
110,1,0.050413022351797857
110,3,0.050413022351797857
110,5,0.050413022351797857
110,7,0.050413022351797857
110,9,0.050413022351797857
110,11,0.050413022351797857
110,13,0.050413022351797857
110,15,0.050413022351797857
111,1,0.050413022351797857
111,3,0.050413022351797857
111,5,0.050413022351797857
111,7,0.050413022351797857
111,9,0.050413022351797857
111,11,0.050413022351797857
111,13,0.050413022351797857
111,15,0.050413022351797857
112,1,0.050413022351797857
112,3,0.050413022351797857
112,5,0.050413022351797857
112,7,0.050413022351797857
112,9,0.050413022351797857
112,11,0.050413022351797857
112,13,0.050413022351797857
112,15,0.050413022351797857
113,1,0.050413022351797857
113,3,0.050413022351797857
113,5,0.050413022351797857
113,7,0.050413022351797857
113,9,0.050413022351797857
113,11,0.050413022351797857
113,13,0.050413022351797857
113,15,0.050413022351797857
114,1,0.050413022351797857
114,3,0.050413022351797857
114,5,0.050413022351797857
114,7,0.050413022351797857
114,9,0.050413022351797857
114,11,0.050413022351797857
114,13,0.050413022351797857
114,15,0.050413022351797857
115,1,0.050413022351797857
115,3,0.050413022351797857
115,5,0.050413022351797857
115,7,0.050413022351797857
115,9,0.050413022351797857
115,11,0.050413022351797857
115,13,0.050413022351797857
115,15,0.050413022351797857
116,1,0.050413022351797857
116,3,0.050413022351797857
116,5,0.050413022351797857
116,7,0.050413022351797857
116,9,0.050413022351797857
116,11,0.050413022351797857
116,13,0.050413022351797857
116,15,0.050413022351797857
117,1,0.050413022351797857
117,3,0.050413022351797857
117,5,0.050413022351797857
117,7,0.050413022351797857
117,9,0.050413022351797857
117,11,0.050413022351797857
117,13,0.050413022351797857
117,15,0.050413022351797857
118,1,0.050413022351797857
118,3,0.050413022351797857
118,5,0.050413022351797857
118,7,0.050413022351797857
118,9,0.050413022351797857
118,11,0.050413022351797857
118,13,0.050413022351797857
118,15,0.050413022351797857
119,1,0.050413022351797857
119,3,0.050413022351797857
119,5,0.050413022351797857
119,7,0.050413022351797857
119,9,0.050413022351797857
119,11,0.050413022351797857
119,13,0.050413022351797857
119,15,0.050413022351797857
120,1,0.050413022351797857
120,3,0.050413022351797857
120,5,0.050413022351797857
120,7,0.050413022351797857
120,9,0.050413022351797857
120,11,0.050413022351797857
120,13,0.050413022351797857
120,15,0.050413022351797857
121,1,0.050413022351797857
121,3,0.050413022351797857
121,5,0.050413022351797857
121,7,0.050413022351797857
121,9,0.050413022351797857
121,11,0.050413022351797857
121,13,0.050413022351797857
121,15,0.050413022351797857
122,1,0.050413022351797857
122,3,0.050413022351797857
122,5,0.050413022351797857
122,7,0.050413022351797857
122,9,0.050413022351797857
122,11,0.050413022351797857
122,13,0.050413022351797857
122,15,0.050413022351797857
123,1,0.050413022351797857
123,3,0.050413022351797857
123,5,0.050413022351797857
123,7,0.050413022351797857
123,9,0.050413022351797857
123,11,0.050413022351797857
123,13,0.050413022351797857
123,15,0.050413022351797857
124,1,0.050413022351797857
124,3,0.050413022351797857
124,5,0.050413022351797857
124,7,0.050413022351797857
124,9,0.050413022351797857
124,11,0.050413022351797857
124,13,0.050413022351797857
124,15,0.050413022351797857
125,1,0.050413022351797857
125,3,0.050413022351797857
125,5,0.050413022351797857
125,7,0.050413022351797857
125,9,0.050413022351797857
125,11,0.050413022351797857
125,13,0.050413022351797857
125,15,0.050413022351797857
126,1,0.050413022351797857
126,3,0.050413022351797857
126,5,0.050413022351797857
126,7,0.050413022351797857
126,9,0.050413022351797857
126,11,0.050413022351797857
126,13,0.050413022351797857
126,15,0.050413022351797857
127,1,0.050413022351797857
127,3,0.050413022351797857
127,5,0.050413022351797857
127,7,0.050413022351797857
127,9,0.050413022351797857
127,11,0.050413022351797857
127,13,0.050413022351797857
127,15,0.050413022351797857
128,1,0.050413022351797857
128,3,0.050413022351797857
128,5,0.050413022351797857
128,7,0.050413022351797857
128,9,0.050413022351797857
128,11,0.050413022351797857
128,13,0.050413022351797857
128,15,0.050413022351797857
129,1,0.050413022351797857
129,3,0.050413022351797857
129,5,0.050413022351797857
129,7,0.050413022351797857
129,9,0.050413022351797857
129,11,0.050413022351797857
129,13,0.050413022351797857
129,15,0.050413022351797857
130,1,0.050413022351797857
130,3,0.050413022351797857
130,5,0.050413022351797857
130,7,0.050413022351797857
130,9,0.050413022351797857
130,11,0.050413022351797857
130,13,0.050413022351797857
130,15,0.050413022351797857
131,1,0.050413022351797857
131,3,0.050413022351797857
131,5,0.050413022351797857
131,7,0.050413022351797857
131,9,0.050413022351797857
131,11,0.050413022351797857
131,13,0.050413022351797857
131,15,0.050413022351797857
132,1,0.050413022351797857
132,3,0.050413022351797857
132,5,0.050413022351797857
132,7,0.050413022351797857
132,9,0.050413022351797857
132,11,0.050413022351797857
132,13,0.050413022351797857
132,15,0.050413022351797857
133,1,0.050413022351797857
133,3,0.050413022351797857
133,5,0.050413022351797857
133,7,0.050413022351797857
133,9,0.050413022351797857
133,11,0.050413022351797857
133,13,0.050413022351797857
133,15,0.050413022351797857
134,1,0.050413022351797857
134,3,0.050413022351797857
134,5,0.050413022351797857
134,7,0.050413022351797857
